Title,Date
DreamWorks Holiday Classics: Collection: The Madagascar Penguins in a Christmas Caper,12/2/12
DreamWorks Holiday Classics: Collection: Donkey's Caroling Christmas-tacular,12/2/12
DreamWorks Holiday Classics: Collection: Dragons: Gift of the Night Fury,12/2/12
DreamWorks Holiday Classics: Collection: Merry Madagascar,12/2/12
MythBusters: Collection 9: Green Hornet Special,12/1/12
Home Alone 3,11/30/12
World's Toughest Fixes: Season 1: Boeing 767,11/30/12
MythBusters: Collection 2: Pirate Special,11/29/12
Shake It Up: Season 2: Wrestle It Up,11/28/12
Jessie: Season 1: Glue Dunnit: A Sticky Situation,11/28/12
Princess Protection Program,11/26/12
Shake It Up: Season 2: Split It Up,11/26/12
Shake It Up: Season 2: Auction It Up,11/26/12
Shake It Up: Season 1: Age It Up!,11/25/12
Good Luck Charlie: Season 2: Battle of the Bands,11/25/12
The Office (U.S.): Season 3: Cocktails,11/20/12
National Geographic: Most Amazing Moments,11/20/12
Medal of Honor,11/20/12
"Yours, Mine and Ours",11/20/12
Sherlock: Series 2: The Reichenbach Fall,11/16/12
Shake It Up: Season 1: Show It Up!,11/12/12
The Office (U.S.): Season 3: The Convict,11/9/12
Shake It Up: Season 1: Match It Up!,11/9/12
Shake It Up: Season 1: Wild It Up!,11/9/12
The Office (U.S.): Season 3: Diwali,11/9/12
Jessie: Season 1: Cattle Calls & Scary Walls,11/7/12
The Office (U.S.): Season 2: Michael's Birthday,11/7/12
Shake It Up: Season 2: Apply It Up,11/6/12
Good Luck Charlie: Season 2: A L.A.R.P. in the Park,11/6/12
Build It Bigger: Season 1: Mega Tunnel (Kuala Lumpur),11/6/12
CNBC Originals: Cruise Inc.: Big Money on the High Seas,11/6/12
The Great Ships: The Coast Guard Ships,11/6/12
The Great Ships: The Aircraft Carriers,11/6/12
Jessie: Season 1: The Princess and the Pea Brain,11/6/12
The Office (U.S.): Season 2: Take Your Daughter to Work Day,11/6/12
 ,11/6/12
Build It Bigger: Season 1: Super Stadium (Arizona Cardinals),11/5/12
National Geographic: Super Carrier,11/5/12
Tooth Fairy 2,11/3/12
The Game,11/2/12
Limitless,10/31/12
Top Tens: Top Ten Fighting Ships,10/30/12
Toughest Military Jobs: Season 1: Endurance,10/30/12
A.N.T. Farm: Season 1: TransplANTed,10/30/12
Jessie: Season 1: The Kid Whisperer,10/30/12
Terra Nova: Season 1: Genesis: Part 2,10/29/12
Skyline,10/26/12
Hiroshima: BBC History of World War II,10/26/12
Toughest Military Jobs: Season 1: Danger,10/26/12
Toughest Military Jobs: Season 1: Dirt,10/26/12
Two Weeks in Hell: Part 1,10/26/12
Arctic Blast,10/25/12
Deadliest Warrior: Season 3: U.S. Army Rangers vs. North Korean Special Operations Forces,10/25/12
The Longest Day,10/24/12
Deadliest Warrior: Season 1: I.R.A. vs. Taliban,10/24/12
Margin Call,10/22/12
Surviving the Cut: Season 1: Ranger School,10/19/12
Terra Nova: Season 1: Genesis: Part 1,10/17/12
Office Space,10/17/12
Terra Nova: Season 1: Resistance,10/17/12
Deadliest Warrior: Season 2: KGB vs. CIA,10/17/12
Deadliest Warrior: Season 2: Navy Seal vs. Israeli Commando,10/17/12
Deadliest Warrior: Season 3: Saddam Hussein vs. Pol Pot,10/17/12
Terra Nova: Season 1: Occupation,10/16/12
Terra Nova: Season 1: Within,10/16/12
Terra Nova: Season 1: Now You See Me,10/16/12
The Lincoln Lawyer,10/15/12
Terra Nova: Season 1: Vs,10/15/12
Terra Nova: Season 1: Proof,10/12/12
Terra Nova: Season 1: Nightfall,10/12/12
Terra Nova: Season 1: What Remains,10/12/12
Terra Nova: Season 1: Instinct,10/12/12
Deadliest Warrior: Season 2: Somali Pirate vs. Medellin Cartel,10/12/12
Deadliest Warrior: Season 2: SWAT vs. GSG-9,10/11/12
Shake It Up: Season 1: Throw It Up!,10/10/12
Shake It Up: Season 2: Shrink It Up,10/10/12
Deadliest Warrior: Season 2: Attila The Hun vs. Alexander The Great,10/10/12
Deadliest Warrior: Season 1: Green Beret vs. Spetznaz,10/10/12
Thor,10/8/12
MythBusters: Collection 6: Duct Tape Hour,10/8/12
MythBusters: Collection 3: Alcatraz Escape,10/8/12
Shake It Up: Season 1: Start It Up!,10/8/12
MythBusters: Collection 1: Exploding Toilet,10/5/12
Iron Man 2,10/4/12
Hachi: A Dog's Tale,10/4/12
Captain America: The First Avenger,10/3/12
